Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Runtime,View Rating,IMDb Score,Awards Received,Awards Nominated For,Release Date,Netflix Release Date,Korean content
Johnny Test,Drama,TV Programmes,English,Series,4.0,1.176450742240216,10.502906976744185,5.0,1.0,5.0,2005-01-01 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Inkaar,Drama,Dramas,Hindi,Movie,6.2,1.176450742240216,10.502906976744185,6.1,0.0,1.0,2013-01-18 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Pokemon: Indigo League,Comedy,TV Programmes,Japanese,Series,3.8,1.176450742240216,10.502906976744185,7.5,0.0,1.0,1998-09-08 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Heroine,Drama,Dramas,Hindi,Movie,5.5,1.176450742240216,10.502906976744185,5.1,0.0,5.0,2012-09-21 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Hinterland,Drama,TV Dramas,"Welsh, English",Series,3.8,1.176450742240216,10.502906976744185,7.6,6.0,13.0,2015-08-30 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Guzaarish,Drama,Dramas,"Hindi, English",Movie,3.5,1.176450742240216,10.502906976744185,7.4,9.0,21.0,2010-11-19 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Jim Gaffigan: Beyond the Pale,Comedy,Comedies,English,Movie,7.2,1.176450742240216,10.502906976744185,7.9,0.0,0.0,2006-01-29 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Land Girls,Drama,TV Dramas,English,Series,7.2,1.176450742240216,10.502906976744185,7.0,0.0,0.0,2009-09-06 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Naruto Shippuden The Movie: Bonds,Action,Action & Adventure,Japanese,Movie,6.8,1.176450742240216,10.502906976744185,7.0,0.0,0.0,2011-10-25 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Naruto Shippuden: The Movie,Action,Action & Adventure,Japanese,Movie,7.2,1.176450742240216,10.502906976744185,6.9,0.0,0.0,2009-11-10 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Jim Gaffigan: Mr. Universe,Comedy,Comedies,English,Movie,7.8,1.176450742240216,10.502906976744185,7.8,0.0,0.0,2012-04-11 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Ghost,Drama,Dramas,English,Movie,3.3,1.176450742240216,10.502906976744185,7.1,18.0,23.0,1990-07-13 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Star Trek: The Next Generation,Action,TV Programmes,"English, Klingon, French",Series,4.3,1.176450742240216,10.502906976744185,8.6,36.0,61.0,1987-09-26 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Yu-Gi-Oh!,Action,TV Programmes,English,Series,3.6,1.176450742240216,10.502906976744185,7.2,0.0,0.0,2001-09-29 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Inspector Gadget,Comedy,TV Programmes,English,Series,7.0,1.176450742240216,10.502906976744185,4.4,0.0,3.0,2015-03-27 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Gilmore Girls,Drama,TV Dramas,English,Series,4.0,1.176450742240216,10.502906976744185,8.1,23.0,85.0,2000-10-05 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Fashion,Drama,Drama,Hindi,Movie,3.5,1.176450742240216,10.502906976744185,6.9,12.0,8.0,2008-10-29 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Miss Fishers Murder Mysteries,Drama,TV Dramas,English,Series,4.2,1.176450742240216,10.502906976744185,8.3,1.0,11.0,2012-02-24 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Flight,Drama,Dramas,English,Movie,3.8,1.176450742240216,10.502906976744185,7.3,15.0,45.0,2012-11-02 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Moon Embracing the Sun,Drama,TV Dramas,Korean,Series,8.1,1.176450742240216,10.502906976744185,8.0,4.0,16.0,2012-01-04 00:00:00.000000000,2015-04-14 00:00:00.000000000,True
The Swan Princess and the Secret of the Castle,Romance,Music & Musicals,English,Movie,5.7,1.176450742240216,10.502906976744185,5.8,0.0,1.0,1997-07-18 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Ek Main Aur Ekk Tu,Drama,Comedies,Hindi,Movie,4.9,1.176450742240216,10.502906976744185,5.7,0.0,2.0,2012-02-10 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Star Trek: Enterprise,Drama,TV Programmes,"English, Klingon",Series,3.8,1.176450742240216,10.502906976744185,7.5,14.0,50.0,2001-09-26 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Dead Silence,Thriller,US Movies,English,Movie,1.9,1.176450742240216,10.502906976744185,6.2,0.0,0.0,2007-03-16 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Star Trek Into Darkness,Action,Action & Adventure,"English, Klingon",Movie,3.9,1.176450742240216,10.502906976744185,7.7,7.0,59.0,2013-05-16 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Daniel Tigers Neighborhood,Animation,TV Programmes,English,Series,8.2,1.176450742240216,10.502906976744185,7.4,7.0,22.0,2012-09-03 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Jack and the Cuckoo-Clock Heart,Drama,Music & Musicals,"French, English",Movie,5.3,1.176450742240216,10.502906976744185,7.0,0.0,3.0,2014-02-05 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Contracted,Drama,Thrillers,English,Movie,2.6,1.176450742240216,10.502906976744185,5.3,0.0,3.0,2013-11-22 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Boss,Drama,Comedies,Hindi,Movie,1.6,1.176450742240216,10.502906976744185,5.1,0.0,1.0,2013-10-16 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Breathe In,Drama,Dramas,English,Movie,3.0,1.176450742240216,10.502906976744185,6.4,0.0,3.0,2013-07-19 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Bo Burnham: what.,Comedy,Comedies,English,Movie,5.6,1.176450742240216,10.502906976744185,8.5,0.0,0.0,2013-12-18 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Maya the Bee,Comedy,TV Programmes,English,Series,7.7,1.176450742240216,10.502906976744185,5.7,0.0,0.0,2012-09-05 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Peaky Blinders,Drama,TV Dramas,"Italian, Yiddish, English, Romanian, Irish",Series,4.4,1.176450742240216,10.502906976744185,8.8,20.0,45.0,2014-09-30 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Brick Mansions,Action,Action & Adventure,"English, Chinese",Movie,2.0,1.176450742240216,10.502906976744185,5.7,0.0,1.0,2014-04-25 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Black Mirror,Drama,TV Dramas,English,Series,4.4,1.176450742240216,10.502906976744185,8.8,32.0,93.0,2011-12-04 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Beyond Scared Straight!,Crime,TV Programmes,English,Series,8.1,1.176450742240216,10.502906976744185,7.3,3.0,5.0,2011-01-13 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Bill Burr: You People Are All the Same,Comedy,Comedies,English,Movie,6.3,1.176450742240216,10.502906976744185,8.3,0.0,0.0,2012-08-16 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Thunder and the House Of Magic,Comedy,Children & Family Films,"English, French, German",Movie,4.9,1.176450742240216,10.502906976744185,6.2,0.0,1.0,2015-12-25 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Berserk: The Golden Age Arc I - The Egg of the King,Action,Action & Adventure,"Japanese, English",Movie,3.8,1.176450742240216,10.502906976744185,7.6,3.0,3.0,2012-04-26 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Fullmetal Alchemist,Drama,TV Programmes,Japanese,Series,4.2,1.176450742240216,10.502906976744185,8.5,3.0,0.0,2004-11-06 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Cat in the Hat Knows a Lot About That!,Comedy,TV Programmes,English,Series,8.0,1.176450742240216,10.502906976744185,6.5,2.0,9.0,2010-09-06 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Kevin Hart: Im a Grown Little Man,Comedy,Comedies,English,Movie,6.9,1.176450742240216,10.502906976744185,7.7,0.0,0.0,2009-02-03 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Americas Book of Secrets,Documentary,TV Programmes,English,Series,8.1,1.176450742240216,10.502906976744185,6.8,0.0,0.0,2012-01-15 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Pain and Gain,Drama,Comedies,English,Movie,2.7,1.176450742240216,10.502906976744185,6.4,0.0,4.0,2013-04-26 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Attack on Titan,Drama,TV Programmes,Japanese,Series,4.5,1.176450742240216,10.502906976744185,8.9,10.0,15.0,2013-04-01 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Star Trek: Deep Space Nine,Drama,TV Programmes,"English, Klingon",Series,4.0,1.176450742240216,10.502906976744185,8.0,59.0,116.0,1993-01-03 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Elephants Dream 8 Hour,Animation,International Movies,English,Movie,7.2,1.176450742240216,10.502906976744185,5.7,0.0,0.0,2006-05-04 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Scream 4,Mystery,Crime Movies,English,Movie,2.9,1.176450742240216,10.502906976744185,6.1,1.0,6.0,2011-04-15 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
3 Days to Kill,Drama,Action & Adventure,"English, French, German, Serbian",Movie,2.2,1.176450742240216,10.502906976744185,6.2,0.0,0.0,2014-02-21 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
A Turtles Tale: Sammys Adventures,Animation,Children & Family Films,"Danish, Italian, English",Movie,4.1,1.176450742240216,10.502906976744185,6.0,0.0,1.0,2012-07-13 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Don 2,Action,Action & Adventure,"Hindi, English, German",Movie,3.2,1.176450742240216,10.502906976744185,7.1,8.0,7.0,2011-12-23 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Special 26,Drama,Dramas,Hindi,Movie,4.2,1.176450742240216,10.502906976744185,8.0,0.0,7.0,2013-02-08 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Anchorman 2: The Legend Continues,Comedy,Comedies,English,Movie,3.3,1.176450742240216,10.502906976744185,6.3,1.0,24.0,2013-12-18 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Insidious Chapter 2,Thriller,US Movies,English,Movie,2.4,1.176450742240216,10.502906976744185,6.6,0.0,16.0,2013-09-13 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
How to Train Your Dragon 2,Action,Movies Based on Books,English,Movie,4.1,1.176450742240216,10.502906976744185,7.8,15.0,61.0,2014-06-13 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Cloudy with a Chance of Meatballs 2,Comedy,Comedies,"English, Chinese",Movie,3.2,1.176450742240216,10.502906976744185,6.4,0.0,16.0,2013-09-27 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Tell No One,Drama,International Movies,French,Movie,4.2,1.176450742240216,10.502906976744185,7.5,12.0,15.0,2006-11-01 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
District 13,Action,Action & Adventure,"French, Spanish",Movie,3.7,1.176450742240216,10.502906976744185,7.2,1.0,1.0,2006-06-02 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The 100,Drama,TV Dramas,English,Series,3.8,1.176450742240216,10.502906976744185,7.6,9.0,38.0,2014-03-19 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Mulholland Dr.,Drama,Dramas,"English, Spanish, French",Movie,4.1,1.176450742240216,10.502906976744185,7.9,49.0,61.0,2001-10-19 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Cat Returns,Comedy,Children & Family Films,"Japanese, English",Movie,3.9,1.176450742240216,10.502906976744185,7.2,0.0,1.0,2005-07-13 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Tall Man,Drama,Thrillers,English,Movie,2.5,1.176450742240216,10.502906976744185,5.9,1.0,6.0,2012-09-05 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Ponyo,Comedy,Children & Family Films,Japanese,Movie,4.2,1.176450742240216,10.502906976744185,7.7,12.0,20.0,2009-08-14 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Female Agents,Drama,Dramas,"French, German, English",Movie,5.2,1.176450742240216,10.502906976744185,6.8,0.0,1.0,2008-03-05 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Spring Breakers,Drama,Comedies,English,Movie,3.0,1.176450742240216,10.502906976744185,5.3,10.0,36.0,2013-03-22 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
My Afternoons with Margueritte,Drama,Comedies,"French, Flemish",Movie,5.2,1.176450742240216,10.502906976744185,7.2,1.0,0.0,2011-09-16 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Blue Is the Warmest Color,Drama,Dramas,"French, English",Movie,4.2,1.176450742240216,10.502906976744185,7.7,85.0,104.0,2013-10-09 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Ong Bak 3,Action,Action & Adventure,Thai,Movie,2.3,1.176450742240216,10.502906976744185,5.0,0.0,3.0,2011-01-14 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Jo Nesbos Headhunters,Action,International Movies,"Norwegian, Danish, Russian, English",Movie,4.0,1.176450742240216,10.502906976744185,7.5,8.0,17.0,2011-08-26 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Town,Drama,Dramas,English,Movie,4.0,1.176450742240216,10.502906976744185,7.5,9.0,46.0,2010-09-17 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Stockholm Ostra,Drama,Dramas,Swedish,Movie,7.5,1.176450742240216,10.502906976744185,6.2,2.0,5.0,2011-10-21 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Notting Hill,Drama,Comedies,"English, Spanish",Movie,3.7,1.176450742240216,10.502906976744185,7.1,11.0,17.0,1999-05-28 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Hitman,Action,Action & Adventure,"English, Russian, Serbo-Croatian",Movie,2.1,1.176450742240216,10.502906976744185,6.3,2.0,0.0,2007-11-21 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Hellsing,Action,TV Programmes,Japanese,Series,4.0,1.176450742240216,10.502906976744185,7.9,0.0,0.0,2003-10-04 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Heartland,Drama,TV Dramas,English,Series,4.3,1.176450742240216,10.502906976744185,8.4,27.0,63.0,2007-10-14 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Glory,Drama,Dramas,English,Movie,4.2,1.176450742240216,10.502906976744185,7.8,14.0,18.0,1990-02-16 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Jack the Giant Slayer,Comedy,Action & Adventure,English,Movie,2.7,1.176450742240216,10.502906976744185,6.2,1.0,4.0,2013-03-01 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Green Lantern,Action,Action & Adventure,English,Movie,2.0,1.176450742240216,10.502906976744185,5.5,3.0,6.0,2011-06-17 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Killer Elite,Action,Action & Adventure,"English, Arabic, French, Spanish",Movie,2.3,1.176450742240216,10.502906976744185,6.4,2.0,8.0,2011-09-23 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Dune,Action,Action & Adventure,English,Movie,2.6,1.176450742240216,10.502906976744185,6.5,2.0,5.0,1984-12-14 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Declaration of War,Drama,Dramas,French,Movie,6.3,1.176450742240216,10.502906976744185,7.0,10.0,11.0,2011-08-31 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Wadjda,Drama,International Dramas,Arabic,Movie,4.2,1.176450742240216,10.502906976744185,7.5,22.0,34.0,2013-05-16 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Dirty Dancing,Drama,Dramas,English,Movie,3.4,1.176450742240216,10.502906976744185,7.0,11.0,6.0,1987-08-21 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Trois Couleurs - Rouge,Drama,Dramas,French,Movie,4.7,1.176450742240216,10.502906976744185,8.1,19.0,29.0,1994-11-23 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Samurai Champloo,Drama,Anime Series,Japanese,Series,4.2,1.176450742240216,10.502906976744185,8.5,0.0,0.0,2005-01-11 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The IT Crowd,Comedy,TV Programmes,English,Series,4.2,1.176450742240216,10.502906976744185,8.5,9.0,18.0,2006-02-03 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Casino,Drama,Dramas,English,Movie,3.9,1.176450742240216,10.502906976744185,8.2,4.0,11.0,1995-11-22 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Trois Couleurs - Blanc,Drama,Comedies,"Polish, French, English",Movie,4.2,1.176450742240216,10.502906976744185,7.6,2.0,7.0,1994-06-10 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Babe,Drama,Comedies,English,Movie,4.1,1.176450742240216,10.502906976744185,6.8,20.0,26.0,1995-08-04 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Trois Couleurs - Bleu,Drama,Dramas,"French, Romanian, Polish",Movie,4.4,1.176450742240216,10.502906976744185,7.9,21.0,18.0,1993-09-08 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Swimsuit Issue,Drama,Comedies,Swedish,Movie,6.8,1.176450742240216,10.502906976744185,5.8,1.0,0.0,2010-05-12 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Master and Commander: The Far Side of the World,Drama,Dramas,"English, French, Portuguese",Movie,4.0,1.176450742240216,10.502906976744185,7.4,23.0,90.0,2003-11-14 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Love Actually,Drama,Comedies,"English, Portuguese, French",Movie,3.2,1.176450742240216,10.502906976744185,7.6,10.0,29.0,2003-11-14 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Oscars Oasis,Comedy,TV Programmes,English,Series,8.5,1.176450742240216,10.502906976744185,7.5,0.0,0.0,2013-07-10 02:46:41.879537152,2015-04-14 00:00:00.000000000,False
Oggy and the Cockroaches,Comedy,TV Programmes,"French, English",Series,6.8,1.176450742240216,10.502906976744185,7.3,0.0,0.0,1998-11-28 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Dont Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,Comedies,"English, Spanish",Movie,2.4,1.176450742240216,10.502906976744185,6.6,0.0,1.0,1996-01-12 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Couples Retreat,Comedy,Comedies,"English, Ukrainian",Movie,1.5,1.176450742240216,10.502906976744185,5.5,1.0,4.0,2009-10-09 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
V for Vendetta,Drama,Dramas,English,Movie,3.6,1.176450742240216,10.502906976744185,8.2,7.0,29.0,2006-03-17 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Happy Feet Two,Comedy,Comedies,English,Movie,2.6,1.176450742240216,10.502906976744185,5.9,3.0,9.0,2011-11-18 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
"Lock, Stock and Two Smoking Barrels",Comedy,Comedies,English,Movie,3.7,1.176450742240216,10.502906976744185,8.2,13.0,9.0,1998-08-28 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
21 Jump Street,Comedy,Comedies,English,Movie,3.8,1.176450742240216,10.502906976744185,7.2,11.0,21.0,2012-03-16 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Yakari,Animation,TV Programmes,French,Series,8.3,1.176450742240216,10.502906976744185,6.7,0.0,0.0,2013-07-10 02:46:41.879537152,2015-04-14 00:00:00.000000000,False
Trotro,Animation,TV Programmes,French,Series,8.1,1.176450742240216,10.502906976744185,6.3,0.0,0.0,2004-10-23 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Silent,Animation,Sci-Fi & Fantasy,None,Movie,8.0,1.176450742240216,10.502906976744185,6.3,2.0,4.0,2014-02-15 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Salt,Action,Action & Adventure,"English, Russian, Korean",Movie,3.2,1.176450742240216,10.502906976744185,6.4,4.0,16.0,2010-07-23 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Swan Princess,Comedy,Music & Musicals,English,Movie,2.9,1.176450742240216,10.502906976744185,6.5,1.0,8.0,1994-11-18 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Peppa Pig,Comedy,TV Programmes,"English, Welsh",Series,6.3,1.176450742240216,10.502906976744185,6.3,2.0,2.0,2005-08-22 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Oblivion,Action,Action & Adventure,English,Movie,2.9,1.176450742240216,10.502906976744185,7.0,1.0,17.0,2013-04-19 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Social Network,Drama,Dramas,"English, French",Movie,4.5,1.176450742240216,10.502906976744185,7.7,173.0,185.0,2010-10-01 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Rita,Drama,TV Programmes,Danish,Series,5.3,1.176450742240216,10.502906976744185,8.1,2.0,26.0,2014-09-15 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Yes Man,Comedy,Comedies,"English, Korean, Estonian",Movie,2.7,1.176450742240216,10.502906976744185,6.8,3.0,9.0,2008-12-19 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Matrix Revolutions,Action,Action & Adventure,"English, French",Movie,2.5,1.176450742240216,10.502906976744185,6.8,5.0,36.0,2003-11-05 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Matrix Reloaded,Action,Action & Adventure,"English, French",Movie,3.4,1.176450742240216,10.502906976744185,7.2,8.0,34.0,2003-05-15 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Matrix,Action,Action & Adventure,English,Movie,4.1,1.176450742240216,10.502906976744185,8.7,41.0,51.0,1999-03-31 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Last Samurai,Drama,Dramas,"English, Japanese",Movie,3.3,1.176450742240216,10.502906976744185,7.7,21.0,66.0,2003-12-05 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Shining,Drama,US Movies,English,Movie,3.9,1.176450742240216,10.502906976744185,8.4,4.0,8.0,1980-06-13 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Knocked Up,Comedy,Comedies,English,Movie,4.1,1.176450742240216,10.502906976744185,6.9,8.0,26.0,2007-06-01 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Jumanji,Comedy,Children & Family Films,"English, French",Movie,2.7,1.176450742240216,10.502906976744185,7.0,4.0,11.0,1995-12-15 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Identity Thief,Drama,Comedies,"English, Spanish",Movie,1.9,1.176450742240216,10.502906976744185,5.7,1.0,9.0,2013-02-08 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Invictus,Drama,Dramas,"English, Afrikaans, Maori, Zulu, Xhosa, Southern Sotho",Movie,3.7,1.176450742240216,10.502906976744185,7.3,12.0,37.0,2009-12-11 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Irreversible,Drama,International Movies,"French, Spanish, Italian, English",Movie,3.0,1.176450742240216,10.502906976744185,7.4,3.0,13.0,2002-05-24 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Inception,Action,Action & Adventure,"English, Japanese, French",Movie,4.2,1.176450742240216,10.502906976744185,8.8,156.0,218.0,2010-07-16 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Dukes of Hazzard,Comedy,Comedies,English,Movie,1.6,1.176450742240216,10.502906976744185,5.1,5.0,14.0,2005-08-05 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Horrid Henry,Comedy,TV Programmes,English,Series,7.8,1.176450742240216,10.502906976744185,6.2,0.0,1.0,2013-07-10 02:46:41.879537152,2015-04-14 00:00:00.000000000,False
Sherlock Holmes,Action,Comedies,"English, French",Movie,3.4,1.176450742240216,10.502906976744185,7.6,10.0,31.0,2009-12-25 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Hotel Transylvania,Comedy,Comedies,English,Movie,2.7,1.176450742240216,10.502906976744185,7.1,2.0,15.0,2012-09-28 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Hunger,Drama,Dramas,"English, Irish",Movie,4.1,1.176450742240216,10.502906976744185,7.6,49.0,38.0,2008-10-31 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Gainsbourg: A Heroic Life,Drama,Dramas,"French, English, Russian",Movie,3.6,1.176450742240216,10.502906976744185,7.0,7.0,8.0,2010-01-20 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Glass House,Drama,Thrillers,"English, Spanish, Greek",Movie,1.9,1.176450742240216,10.502906976744185,5.8,0.0,3.0,2001-09-14 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Gran Torino,Drama,Dramas,"English, Hmong",Movie,3.9,1.176450742240216,10.502906976744185,8.1,21.0,22.0,2009-01-09 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
GoodFellas,Drama,Dramas,"English, Italian",Movie,4.5,1.176450742240216,10.502906976744185,8.7,44.0,38.0,1990-09-21 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Other Guys,Comedy,Comedies,"English, Ukrainian",Movie,3.5,1.176450742240216,10.502906976744185,6.7,3.0,15.0,2010-08-06 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Now Is Good,Drama,Dramas,English,Movie,3.2,1.176450742240216,10.502906976744185,7.1,4.0,1.0,2012-09-19 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
New Girl,Comedy,TV Programmes,English,Series,3.9,1.176450742240216,10.502906976744185,7.7,11.0,74.0,2011-09-20 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Pierrot le fou,Drama,Dramas,"French, English, Italian",Movie,4.1,1.176450742240216,10.502906976744185,7.6,2.0,2.0,1969-01-08 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
From Prada to Nada,Drama,Comedies,"English, Spanish",Movie,1.9,1.176450742240216,10.502906976744185,5.5,2.0,3.0,2011-01-28 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Fairy Tail the Movie: Phoenix Priestess,Drama,Action & Adventure,Japanese,Movie,7.9,1.176450742240216,10.502906976744185,7.1,1.0,5.0,2012-08-18 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Fargo,Drama,TV Dramas,"English, German, Korean, Spanish, American Sign Language, French, Russian, Hebrew",Series,4.5,1.176450742240216,10.502906976744185,8.9,59.0,217.0,2014-04-15 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Fairy Tail,Comedy,TV Programmes,Japanese,Series,4.0,1.176450742240216,10.502906976744185,8.0,4.0,9.0,2011-09-30 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
The Polar Express,Comedy,US Movies,English,Movie,3.0,1.176450742240216,10.502906976744185,6.6,5.0,26.0,2004-11-10 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Delicatessen,Comedy,Comedies,French,Movie,3.9,1.176450742240216,10.502906976744185,7.6,15.0,16.0,1992-04-03 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Valentines Day,Comedy,Comedies,"English, Spanish, Russian, Italian",Movie,1.8,1.176450742240216,10.502906976744185,5.7,7.0,12.0,2010-02-12 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
Doom,Action,Action & Adventure,"English, Japanese",Movie,1.7,1.176450742240216,10.502906976744185,5.2,0.0,3.0,2005-10-21 00:00:00.000000000,2015-04-14 00:00:00.000000000,False
